customer_id,customer_name,city,state,segment,signup_date
10412,Customer 0412,Ludhiana,Punjab,Small Business,2022-06-15
10413,Customer 0413,Jaipur,Rajasthan,Small Business,2022-12-05
10414,Customer 0414,Ludhiana,Punjab,Small Business,2024-06-01
10415,Customer 0415,Chandigarh,Punjab,Small Business,2023-06-17
10416,Customer 0416,Bengaluru,Karnataka,Small Business,2023-02-17
10417,Customer 0417,Kolkata,West Bengal,Consumer,2023-05-04
10418,Customer 0418,Chandigarh,Punjab,Consumer,2023-12-07
10419,Customer 0419,Jaipur,Rajasthan,Consumer,2022-08-18
10420,Customer 0420,Pune,Maharashtra,Consumer,2023-07-27
10421,Customer 0421,Kolkata,West Bengal,Consumer,2024-02-25
10422,Customer 0422,Bengaluru,Karnataka,Small Business,2023-05-31
10423,Customer 0423,Hyderabad,Telangana,Corporate,2023-02-06
10424,Customer 0424,Pune,Maharashtra,Consumer,2022-05-11
10425,Customer 0425,Delhi,Delhi,Consumer,2022-08-12
10426,Customer 0426,Ludhiana,Punjab,Consumer,2024-05-01
10427,Customer 0427,Hyderabad,Telangana,Consumer,2023-05-03
10428,Customer 0428,Hyderabad,Telangana,Small Business,2022-09-29
10429,Customer 0429,Chandigarh,Punjab,Corporate,2023-01-12
10430,Customer 0430,Bengaluru,Karnataka,Corporate,2023-06-05
10431,Customer 0431,Chandigarh,Punjab,Consumer,2023-04-29
10432,Customer 0432,Bengaluru,Karnataka,Consumer,2023-09-22
10433,Customer 0433,Hyderabad,Telangana,Consumer,2022-08-20
10434,Customer 0434,Ludhiana,Punjab,Corporate,2023-08-08
10435,Customer 0435,Delhi,Delhi,Corporate,2023-02-03
10436,Customer 0436,Chandigarh,Punjab,Consumer,2024-04-26
10437,Customer 0437,Pune,Maharashtra,Small Business,2022-05-23
10438,Customer 0438,Kolkata,West Bengal,Consumer,2022-05-14
10439,Customer 0439,Chandigarh,Punjab,Small Business,2023-02-20
10440,Customer 0440,Delhi,Delhi,Consumer,2023-04-03
10441,Customer 0441,Kolkata,West Bengal,Consumer,2023-09-14
10442,Customer 0442,Jaipur,Rajasthan,Small Business,2022-12-30
10443,Customer 0443,Ludhiana,Punjab,Consumer,2024-04-02
10444,Customer 0444,Delhi,Delhi,Consumer,2023-03-03
10445,Customer 0445,Pune,Maharashtra,Consumer,2022-04-27
10446,Customer 0446,Bengaluru,Karnataka,Consumer,2022-04-18
10447,Customer 0447,Jaipur,Rajasthan,Corporate,2024-05-26
10448,Customer 0448,Kolkata,West Bengal,Small Business,2022-05-01
10449,Customer 0449,Pune,Maharashtra,Small Business,2024-05-03
10450,Customer 0450,Jaipur,Rajasthan,Consumer,2022-09-08
10451,Customer 0451,Kolkata,West Bengal,Consumer,2022-03-26
10452,Customer 0452,Kolkata,West Bengal,Consumer,2022-10-02
10453,Customer 0453,Delhi,Delhi,Consumer,2023-07-08
10454,Customer 0454,Chandigarh,Punjab,Consumer,2023-01-21
10455,Customer 0455,Pune,Maharashtra,Small Business,2023-12-09
10456,Customer 0456,Pune,Maharashtra,Small Business,2023-07-04
10457,Customer 0457,Ludhiana,Punjab,Corporate,2022-12-27
10458,Customer 0458,Bengaluru,Karnataka,Consumer,2023-07-26
10459,Customer 0459,Hyderabad,Telangana,Consumer,2024-05-24
10460,Customer 0460,Chandigarh,Punjab,Consumer,2023-01-06
10461,Customer 0461,Bengaluru,Karnataka,Consumer,2022-05-19
10462,Customer 0462,Ludhiana,Punjab,Consumer,2023-01-03
10463,Customer 0463,Bengaluru,Karnataka,Consumer,2024-01-27
10464,Customer 0464,Delhi,Delhi,Consumer,2022-07-15
10465,Customer 0465,Chandigarh,Punjab,Small Business,2024-05-04
10466,Customer 0466,Kolkata,West Bengal,Consumer,2023-06-14
10467,Customer 0467,Ludhiana,Punjab,Small Business,2023-06-26
10468,Customer 0468,Pune,Maharashtra,Consumer,2022-10-13
10469,Customer 0469,Ludhiana,Punjab,Consumer,2024-04-08
10470,Customer 0470,Kolkata,West Bengal,Consumer,2022-02-02
10471,Customer 0471,Bengaluru,Karnataka,Consumer,2022-09-26
10472,Customer 0472,Hyderabad,Telangana,Consumer,2023-01-12
10473,Customer 0473,Delhi,Delhi,Consumer,2023-03-06
10474,Customer 0474,Delhi,Delhi,Small Business,2023-03-03
10475,Customer 0475,Bengaluru,Karnataka,Consumer,2022-05-14
10476,Customer 0476,Hyderabad,Telangana,Corporate,2022-07-23
10477,Customer 0477,Hyderabad,Telangana,Consumer,2022-03-27
10478,Customer 0478,Chandigarh,Punjab,Consumer,2023-05-31
10479,Customer 0479,Bengaluru,Karnataka,Consumer,2022-11-12
10480,Customer 0480,Chandigarh,Punjab,Consumer,2023-05-25
10481,Customer 0481,Jaipur,Rajasthan,Small Business,2023-06-15
10482,Customer 0482,Hyderabad,Telangana,Small Business,2023-09-24
10483,Customer 0483,Jaipur,Rajasthan,Corporate,2023-05-08
10484,Customer 0484,Hyderabad,Telangana,Consumer,2023-08-07
10485,Customer 0485,Delhi,Delhi,Consumer,2023-06-13
10486,Customer 0486,Ludhiana,Punjab,Small Business,2023-08-11
10487,Customer 0487,Jaipur,Rajasthan,Consumer,2023-07-09
10488,Customer 0488,Pune,Maharashtra,Consumer,2022-10-12
10489,Customer 0489,Hyderabad,Telangana,Consumer,2022-08-10
10490,Customer 0490,Pune,Maharashtra,Corporate,2023-12-10
10491,Customer 0491,Kolkata,West Bengal,Corporate,2022-11-05
10492,Customer 0492,Hyderabad,Telangana,Corporate,2023-05-10
10493,Customer 0493,Hyderabad,Telangana,Corporate,2022-06-27
10494,Customer 0494,Pune,Maharashtra,Consumer,2023-01-24
10495,Customer 0495,Jaipur,Rajasthan,Small Business,2023-04-22
10496,Customer 0496,Delhi,Delhi,Consumer,2023-07-18
10497,Customer 0497,Chandigarh,Punjab,Corporate,2023-04-19
10498,Customer 0498,Jaipur,Rajasthan,Consumer,2022-11-21
10499,Customer 0499,Kolkata,West Bengal,Small Business,2024-05-15
10500,Customer 0500,Delhi,Delhi,Consumer,2023-04-07
